dataset,threshold,baseline_model,baseline_label,metric,label_agreement_cutpoint,n_low_pools,n_high_pools,n_matched_pairs,mean_low_agreement_improvement,mean_matched_high_agreement_improvement,mean_low_minus_matched_high,median_match_distance,signflip_p_two_sided,matching_controls
robin_netperturbation,20,global_knn25,Global kNN-25,ef5,0.490566037735849,14,13,13,0.8561936453240799,0.0363940222133337,0.8197996231107466,2.03965081322344,0.0166015625,nearest neighbor matching on positive_rate and log_n_candidates
robin_netperturbation,20,global_pos_nn,Global pos-NN,ef5,0.490566037735849,14,13,13,1.366296064135881,0.29845710536161674,1.067838958774264,2.03965081322344,0.005859375,nearest neighbor matching on positive_rate and log_n_candidates
robin_netperturbation,20,xgboost_ecfp,XGBoost ECFP,ef5,0.490566037735849,14,13,13,1.0635901135901136,-0.09565251355248519,1.1592426271425988,2.03965081322344,0.009765625,nearest neighbor matching on positive_rate and log_n_candidates
robin_netperturbation,50,global_knn25,Global kNN-25,ef5,0.55,9,8,8,0.6239663052297901,-0.09081934612282667,0.7147856513526167,1.7485645653189175,0.0546875,nearest neighbor matching on positive_rate and log_n_candidates
robin_netperturbation,50,global_pos_nn,Global pos-NN,ef5,0.55,9,8,8,0.8654866604684095,0.2501679929888863,0.615318667479523,1.7485645653189175,0.1328125,nearest neighbor matching on positive_rate and log_n_candidates
robin_netperturbation,50,xgboost_ecfp,XGBoost ECFP,ef5,0.55,9,8,8,0.4938978167467589,-0.08460952612925551,0.5785073428760145,1.7485645653189175,0.109375,nearest neighbor matching on positive_rate and log_n_candidates
