dataset,threshold,target_display,target_name,target_id,sequence_length,n_candidates,n_positive,n_negative,positive_rate,eligible_ge20,eligible_ge50,mean_nearest_train_tanimoto,nearest_train_label_agreement,novel_scaffold_fraction,unique_scaffolds,rnasmol_aupr,rnasmol_ef5,rnasmol_first_hit_rank,delta_aupr_vs_global_knn25,delta_aupr_vs_global_pos_nn,delta_aupr_vs_xgboost_ecfp,delta_ef5_vs_global_knn25,delta_ef5_vs_global_pos_nn,delta_ef5_vs_xgboost_ecfp,delta_first_hit_rank_vs_global_knn25,delta_first_hit_rank_vs_global_pos_nn,delta_first_hit_rank_vs_xgboost_ecfp,target_descriptor_status,family_metadata_status,candidate_pool_id
robin_netperturbation,20,MALAT1,MALAT1,rna_07e38edffea93732,59,57,36,21,0.631578947368421,True,True,1.0,0.6491228070175439,0.0,51,0.8519143205714499,1.0555555555555556,1.0,0.1141977560634949,0.2203353732030288,0.0930243578427122,-0.5277777777777781,0.0555555555555555,-0.5277777777777781,0.0,0.5675675675675675,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_07e38edffea93732
robin_netperturbation,20,NRAS,NRAS,rna_5b8890d84d6098ad,21,59,23,36,0.3898305084745763,True,True,1.0,0.3898305084745763,0.0,52,0.587222716752715,1.7101449275362317,1.0,0.0606023899245996,0.1973922082781387,0.0284465056862913,0.8550724637681159,0.7101449275362317,0.0,0.0,1.5,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_5b8890d84d6098ad
robin_netperturbation,20,PreQ1,PreQ1,rna_0c8dbcc24fe6f73b,34,67,34,33,0.5074626865671642,True,True,1.0,0.5223880597014925,0.0,65,0.6731109685085875,1.9705882352941173,1.0,0.0821651661869046,0.1579594533570724,0.1297390053002163,0.9852941176470584,0.9554367201426022,0.9852941176470584,0.0,0.9142857142857144,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_0c8dbcc24fe6f73b
robin_netperturbation,20,Pre_miR_17,Pre_miR_17,rna_ec04b18ee899f2c6,59,49,18,31,0.3673469387755102,True,False,1.0,0.3469387755102041,0.0,49,0.3741733056534498,0.9074074074074072,1.0,-0.0033283041261384,0.0068263668779395,0.0039993589711742,0.0,-0.0925925925925927,0.0,0.0,1.6315789473684208,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_ec04b18ee899f2c6
robin_netperturbation,20,Pre_miR_21,Pre_miR_21,rna_7d584ce0d4abe1ad,29,47,14,33,0.2978723404255319,True,False,1.0,0.2765957446808511,0.0,46,0.4699502983172123,3.357142857142857,1.0,0.0553333068753845,0.1720779578916804,0.159455653872835,1.119047619047619,2.357142857142857,3.357142857142857,0.0,2.2,3.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_7d584ce0d4abe1ad
robin_netperturbation,20,Pre_miR_31,Pre_miR_31,rna_e07fb7ebab65a576,59,51,20,31,0.392156862745098,True,True,0.9942611190817788,0.392156862745098,0.0,50,0.5558236142296779,2.55,1.0,0.0938653089884509,0.1752157710924229,0.0345898587375766,0.8499999999999999,1.581,0.8499999999999999,0.0,1.5499999999999998,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_e07fb7ebab65a576
robin_netperturbation,20,Pro_mut,Pro_mut,rna_a2a9cd80c37132db,34,37,11,26,0.2972972972972973,True,False,1.0,0.3783783783783784,0.0,37,0.6710654477101846,3.363636363636364,1.0,0.2790461740258256,0.3737681504128873,0.3427194321246337,3.363636363636364,2.363636363636364,3.363636363636364,2.0,2.1666666666666665,7.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_a2a9cd80c37132db
robin_netperturbation,20,Pro_wt,Pro_wt,rna_e3318fe4cee807da,34,41,11,30,0.2682926829268293,True,False,1.0,0.2195121951219512,0.0,39,0.3905597335216104,1.2424242424242422,1.0,0.1866290030049303,0.1388967623464441,0.1769721304251416,1.2424242424242422,0.3106060606060604,1.2424242424242422,13.0,2.727272727272727,4.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_e3318fe4cee807da
robin_netperturbation,20,RRE2B,RRE2B,rna_3e8d2a5aee80f130,31,67,38,29,0.5671641791044776,True,True,1.0,0.5373134328358209,0.0,65,0.6196718839153129,0.4407894736842105,2.0,0.0185444558750392,0.0525077048108353,-0.0105879127788678,-0.4407894736842106,-0.5592105263157895,-0.4407894736842106,-1.0,-0.2564102564102564,-1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_3e8d2a5aee80f130
robin_netperturbation,20,RRE2B_MeA,RRE2B_MeA,rna_00f4eaa0b42a53db,29,71,51,20,0.7183098591549296,True,True,1.0,0.5915492957746479,0.0,67,0.7268090047426846,0.696078431372549,1.0,-0.030879380984338,0.0164227886109982,-0.0370309314211444,-0.3480392156862744,-0.2925547030406366,0.0,0.0,0.3999999999999999,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_00f4eaa0b42a53db
robin_netperturbation,20,SAM_ll,SAM_ll,rna_38ccb28ff255ea50,52,69,43,26,0.6231884057971014,True,True,1.0,0.6376811594202898,0.0,67,0.6937556230821106,0.4011627906976744,2.0,0.0832226321488874,0.0759796957243119,0.0528416153278399,-0.4011627906976744,-0.5899452804377565,-0.4011627906976744,-1.0,-0.3953488372093023,-1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_38ccb28ff255ea50
robin_netperturbation,20,TERRA,TERRA,rna_09126bfcc46b49d5,10,52,18,34,0.3461538461538461,True,True,1.0,0.3653846153846153,0.0,47,0.6955757202543369,2.888888888888889,1.0,0.1596737912361223,0.3494218741004908,0.123057747010032,0.9629629629629632,1.8888888888888888,0.9629629629629632,0.0,1.789473684210526,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_09126bfcc46b49d5
robin_netperturbation,20,TPP,TPP,rna_b62c0f7328247d6a,84,57,29,28,0.5087719298245614,True,True,1.0,0.5263157894736842,0.0,57,0.696079279990586,1.9655172413793105,1.0,0.0020242667580252,0.1873073501660246,-0.0671502636863797,0.6551724137931036,0.9655172413793104,0.0,0.0,0.9333333333333332,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_b62c0f7328247d6a
robin_netperturbation,20,ZTP,ZTP,rna_d66d6d51e3800e5d,79,62,33,29,0.532258064516129,True,True,1.0,0.4677419354838709,0.0,59,0.6163894279586373,1.4090909090909092,1.0,0.0486964717866457,0.0990101887126607,0.069577261175404,0.4696969696969697,0.4383838383838383,0.9393939393939394,2.0,0.90625,1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_d66d6d51e3800e5d
robin_netperturbation,20,Zika3PrimeUTR,Zika3PrimeUTR,rna_491f2dc052224f47,20,68,42,26,0.6176470588235294,True,True,0.9963235294117648,0.5735294117647058,0.0,67,0.7932404592938799,1.619047619047619,1.0,0.0814052911052819,0.1923916982607465,0.162783000728493,0.0,0.6476190476190479,0.0,0.0,0.6499999999999999,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_491f2dc052224f47
robin_netperturbation,20,Zika_NS5,Zika_NS5,rna_0749d73f83f5152f,31,53,27,26,0.5094339622641509,True,True,1.0,0.490566037735849,0.0,52,0.6307120721077435,1.962962962962963,1.0,-0.0496186111535876,0.1114813028769742,-0.0871975482841519,0.654320987654321,0.9437321937321936,0.654320987654321,0.0,0.8928571428571428,1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_0749d73f83f5152f
robin_netperturbation,50,AKTIP,AKTIP,rna_dae4452b314f89ac,19,53,36,17,0.6792452830188679,True,True,1.0,0.6415094339622641,0.0,51,0.7937390394278265,0.9814814814814816,1.0,0.0009750767365029,0.1076597859234897,0.0305357540878213,-0.4907407407407407,-0.0288671023965139,-0.4907407407407407,0.0,0.4444444444444444,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_dae4452b314f89ac
robin_netperturbation,50,BCL_XL_SS,BCL_XL_SS,rna_21ad396591a85b9f,69,64,36,28,0.5625,True,True,1.0,0.640625,0.0,59,0.6962530217175513,1.7777777777777777,1.0,0.1072077000894786,0.1248244502889799,0.0180396920507452,0.4444444444444444,0.7619047619047619,0.4444444444444444,1.0,0.7297297297297298,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_21ad396591a85b9f
robin_netperturbation,50,EWSR1,EWSR1,rna_2cc280257d743e66,19,91,61,30,0.6703296703296703,True,True,0.9967837041007772,0.6263736263736264,0.0,79,0.8506781082877295,1.4918032786885247,1.0,0.1567914374626551,0.1765835529995842,0.1371661544566281,0.5967213114754099,0.486093203168171,0.2983606557377047,0.0,0.4754098360655741,1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_2cc280257d743e66
robin_netperturbation,50,FGFR,FGFR,rna_b97010d66094488e,55,50,26,24,0.52,True,True,1.0,0.56,0.0,48,0.7189132087252069,1.923076923076923,1.0,0.0147371290938532,0.2177515132777971,0.0002903762356745,0.0,0.9615384615384612,0.0,0.0,0.96,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_b97010d66094488e
robin_netperturbation,50,HIV_SL3,HIV_SL3,rna_b1a591cd49e6a6af,18,60,36,24,0.6,True,True,1.0,0.55,0.0,55,0.6766372476165559,0.5555555555555556,2.0,0.088203671806935,0.0832285847163675,-0.003097425275036,0.0,-0.4331450094161958,-1.1111111111111112,1.0,-0.3333333333333332,-1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_b1a591cd49e6a6af
robin_netperturbation,50,MALAT1,MALAT1,rna_07e38edffea93732,59,57,36,21,0.631578947368421,True,True,1.0,0.6491228070175439,0.0,51,0.8519143205714499,1.0555555555555556,1.0,0.1141977560634949,0.2203353732030288,0.0930243578427122,-0.5277777777777781,0.0555555555555555,-0.5277777777777781,0.0,0.5675675675675675,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_07e38edffea93732
robin_netperturbation,50,NRAS,NRAS,rna_5b8890d84d6098ad,21,59,23,36,0.3898305084745763,True,True,1.0,0.3898305084745763,0.0,52,0.587222716752715,1.7101449275362317,1.0,0.0606023899245996,0.1973922082781387,0.0284465056862913,0.8550724637681159,0.7101449275362317,0.0,0.0,1.5,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_5b8890d84d6098ad
robin_netperturbation,50,PreQ1,PreQ1,rna_0c8dbcc24fe6f73b,34,67,34,33,0.5074626865671642,True,True,1.0,0.5223880597014925,0.0,65,0.6731109685085875,1.9705882352941173,1.0,0.0821651661869046,0.1579594533570724,0.1297390053002163,0.9852941176470584,0.9554367201426022,0.9852941176470584,0.0,0.9142857142857144,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_0c8dbcc24fe6f73b
robin_netperturbation,50,Pre_miR_31,Pre_miR_31,rna_e07fb7ebab65a576,59,51,20,31,0.392156862745098,True,True,0.9942611190817788,0.392156862745098,0.0,50,0.5558236142296779,2.55,1.0,0.0938653089884509,0.1752157710924229,0.0345898587375766,0.8499999999999999,1.581,0.8499999999999999,0.0,1.5499999999999998,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_e07fb7ebab65a576
robin_netperturbation,50,RRE2B,RRE2B,rna_3e8d2a5aee80f130,31,67,38,29,0.5671641791044776,True,True,1.0,0.5373134328358209,0.0,65,0.6196718839153129,0.4407894736842105,2.0,0.0185444558750392,0.0525077048108353,-0.0105879127788678,-0.4407894736842106,-0.5592105263157895,-0.4407894736842106,-1.0,-0.2564102564102564,-1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_3e8d2a5aee80f130
robin_netperturbation,50,RRE2B_MeA,RRE2B_MeA,rna_00f4eaa0b42a53db,29,71,51,20,0.7183098591549296,True,True,1.0,0.5915492957746479,0.0,67,0.7268090047426846,0.696078431372549,1.0,-0.030879380984338,0.0164227886109982,-0.0370309314211444,-0.3480392156862744,-0.2925547030406366,0.0,0.0,0.3999999999999999,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_00f4eaa0b42a53db
robin_netperturbation,50,SAM_ll,SAM_ll,rna_38ccb28ff255ea50,52,69,43,26,0.6231884057971014,True,True,1.0,0.6376811594202898,0.0,67,0.6937556230821106,0.4011627906976744,2.0,0.0832226321488874,0.0759796957243119,0.0528416153278399,-0.4011627906976744,-0.5899452804377565,-0.4011627906976744,-1.0,-0.3953488372093023,-1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_38ccb28ff255ea50
robin_netperturbation,50,TERRA,TERRA,rna_09126bfcc46b49d5,10,52,18,34,0.3461538461538461,True,True,1.0,0.3653846153846153,0.0,47,0.6955757202543369,2.888888888888889,1.0,0.1596737912361223,0.3494218741004908,0.123057747010032,0.9629629629629632,1.8888888888888888,0.9629629629629632,0.0,1.789473684210526,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_09126bfcc46b49d5
robin_netperturbation,50,TPP,TPP,rna_b62c0f7328247d6a,84,57,29,28,0.5087719298245614,True,True,1.0,0.5263157894736842,0.0,57,0.696079279990586,1.9655172413793105,1.0,0.0020242667580252,0.1873073501660246,-0.0671502636863797,0.6551724137931036,0.9655172413793104,0.0,0.0,0.9333333333333332,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_b62c0f7328247d6a
robin_netperturbation,50,ZTP,ZTP,rna_d66d6d51e3800e5d,79,62,33,29,0.532258064516129,True,True,1.0,0.4677419354838709,0.0,59,0.6163894279586373,1.4090909090909092,1.0,0.0486964717866457,0.0990101887126607,0.069577261175404,0.4696969696969697,0.4383838383838383,0.9393939393939394,2.0,0.90625,1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_d66d6d51e3800e5d
robin_netperturbation,50,Zika3PrimeUTR,Zika3PrimeUTR,rna_491f2dc052224f47,20,68,42,26,0.6176470588235294,True,True,0.9963235294117648,0.5735294117647058,0.0,67,0.7932404592938799,1.619047619047619,1.0,0.0814052911052819,0.1923916982607465,0.162783000728493,0.0,0.6476190476190479,0.0,0.0,0.6499999999999999,0.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_491f2dc052224f47
robin_netperturbation,50,Zika_NS5,Zika_NS5,rna_0749d73f83f5152f,31,53,27,26,0.5094339622641509,True,True,1.0,0.490566037735849,0.0,52,0.6307120721077435,1.962962962962963,1.0,-0.0496186111535876,0.1114813028769742,-0.0871975482841519,0.654320987654321,0.9437321937321936,0.654320987654321,0.0,0.8928571428571428,1.0,ROBIN target name matched by exact normalized sequence,No reliable family label available in the paper-facing artifacts,robin_netperturbation:test:rna_0749d73f83f5152f
